iec_path,fc,cdc,modbus_type,modbus_address,modbus_device_id,enabled,description
IED_E01BCU/CTRL/Q401XCBR1.BlkCls.Oper.ctlVal,CO,SPC,coil,235,1,1,SPC command
IED_E01BCU/CTRL/Q401XCBR1.BlkCls.stVal,ST,SPC,discrete_input,236,1,1,SPC indicator
IED_E01BCU/CTRL/Q401XCBR1.BlkOpn.Oper.ctlVal,CO,SPC,coil,237,1,1,SPC command
IED_E01BCU/CTRL/Q401XCBR1.BlkOpn.stVal,ST,SPC,discrete_input,238,1,1,SPC indicator
IED_E01BCU/CTRL/Q401XCBR1.Loc.stVal,ST,SPS,discrete_input,239,1,1,SPS indicator
IED_E01BCU/CTRL/Q401XCBR1.Pos.Oper.ctlVal.bit0,CO,DPC,coil,240,1,1,DPC command bit0
IED_E01BCU/CTRL/Q401XCBR1.Pos.Oper.ctlVal.bit1,CO,DPC,coil,241,1,1,DPC command bit1
IED_E01BCU/CTRL/Q401XCBR1.Pos.stVal.bit0,ST,DPC,discrete_input,242,1,1,DPC indicator bit0
IED_E01BCU/CTRL/Q401XCBR1.Pos.stVal.bit1,ST,DPC,discrete_input,243,1,1,DPC indicator bit1
IED_E01BCU/CTRL/RSYN1.AngInd.stVal,ST,SPS,discrete_input,244,1,1,SPS indicator
IED_E01BCU/CTRL/RSYN1.DifAngClc.mag.f,MX,MV,input_register,245,1,1,Analog input
IED_E01BCU/CTRL/RSYN1.DifHzClc.mag.f,MX,MV,input_register,246,1,1,Analog input
IED_E01BCU/CTRL/RSYN1.DifVClc.mag.f,MX,MV,input_register,247,1,1,Analog input
IED_E01BCU/CTRL/RSYN1.HzInd.stVal,ST,SPS,discrete_input,248,1,1,SPS indicator
IED_E01BCU/CTRL/RSYN1.Rel.stVal,ST,SPS,discrete_input,249,1,1,SPS indicator
IED_E01BCU/CTRL/RSYN1.SynPrg.stVal,ST,SPS,discrete_input,250,1,1,SPS indicator
IED_E01BCU/CTRL/RSYN1.VInd.stVal,ST,SPS,discrete_input,251,1,1,SPS indicator
IED_E01BCU/CTRL/SYNCGAPC1.SPCSO.Oper.ctlVal,CO,SPC,coil,252,1,1,SPC command
IED_E01BCU/CTRL/SYNCGAPC1.SPCSO.stVal,ST,SPC,discrete_input,253,1,1,SPC indicator
IED_E01BCU/DR/LPHD1.Proxy.stVal,ST,SPS,discrete_input,254,1,1,SPS indicator
IED_E01BCU/DR/SC_RDRE1.RcdMade.stVal,ST,SPS,discrete_input,255,1,1,SPS indicator
IED_E01BCU/DR/SC_RDRE1.RcdStr.stVal,ST,SPS,discrete_input,256,1,1,SPS indicator
IED_E01BCU/EXT/LPHD1.Proxy.stVal,ST,SPS,discrete_input,257,1,1,SPS indicator
IED_E01BCU/EXT/pdGGIO23.SPCSO23.Oper.ctlVal,CO,SPC,coil,258,1,1,SPC command
IED_E01BCU/EXT/pdGGIO23.SPCSO23.stVal,ST,SPC,discrete_input,259,1,1,SPC indicator
IED_E01BCU/EXT/pdGGIO79.AnIn8.mag.f,MX,MV,input_register,260,1,1,Analog input
IED_E01BCU/EXT/pdGGIO32768.AnIn1.mag.f,MX,MV,input_register,261,1,1,Analog input
IED_E01BCU/EXT/pdGGIO32768.AnIn3.mag.f,MX,MV,input_register,262,1,1,Analog input
IED_E01BCU/EXT/pdGGIO32768.SPCSO19.Oper.ctlVal,CO,SPC,coil,263,1,1,SPC command
IED_E01BCU/EXT/pdGGIO32768.SPCSO19.stVal,ST,SPC,discrete_input,264,1,1,SPC indicator
IED_E01BCU/EXT/pdGGIO32768.SPCSO20.Oper.ctlVal,CO,SPC,coil,265,1,1,SPC command
IED_E01BCU/EXT/pdGGIO32768.SPCSO20.stVal,ST,SPC,discrete_input,266,1,1,SPC indicator
IED_E01BCU/MEAS/LPHD1.Proxy.stVal,ST,SPS,discrete_input,267,1,1,SPS indicator
IED_E01BCU/MEAS/MMXU1.A.neut.cVal.mag.f,MX,WYE,input_register,268,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.A.phsA.cVal.mag.f,MX,WYE,input_register,269,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.A.phsB.cVal.mag.f,MX,WYE,input_register,270,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.A.phsC.cVal.mag.f,MX,WYE,input_register,271,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.Hz.mag.f,MX,MV,input_register,272,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PhV.neut.cVal.mag.f,MX,WYE,input_register,273,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PhV.phsA.cVal.mag.f,MX,WYE,input_register,274,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PhV.phsB.cVal.mag.f,MX,WYE,input_register,275,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PhV.phsC.cVal.mag.f,MX,WYE,input_register,276,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PPV.phsAB.cVal.mag.f,MX,DEL,input_register,277,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PPV.phsBC.cVal.mag.f,MX,DEL,input_register,278,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.PPV.phsCA.cVal.mag.f,MX,DEL,input_register,279,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.TotPF.mag.f,MX,MV,input_register,280,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.TotVA.mag.f,MX,MV,input_register,281,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.TotVAr.mag.f,MX,MV,input_register,282,1,1,Analog input
IED_E01BCU/MEAS/MMXU1.TotW.mag.f,MX,MV,input_register,283,1,1,Analog input
IED_E01BCU/MEAS/MSQI1.SeqA.c1.cVal.mag.f,MX,SEQ,input_register,284,1,1,Analog input
IED_E01BCU/MEAS/MSQI1.SeqA.c2.cVal.mag.f,MX,SEQ,input_register,285,1,1,Analog input
IED_E01BCU/MEAS/MSQI1.SeqA.c3.cVal.mag.f,MX,SEQ,input_register,286,1,1,Analog input
IED_E01BCU/MEAS/MSQI1.SeqV.c1.cVal.mag.f,MX,SEQ,input_register,287,1,1,Analog input
IED_E01BCU/MEAS/MSQI1.SeqV.c2.cVal.mag.f,MX,SEQ,input_register,288,1,1,Analog input
IED_E01BCU/MEAS/MSQI1.SeqV.c3.cVal.mag.f,MX,SEQ,input_register,289,1,1,Analog input
IED_E01BCU/PROT/LPHD1.Proxy.stVal,ST,SPS,discrete_input,290,1,1,SPS indicator
IED_E01BCU/PROT/XCBR1.BlkCls.Oper.ctlVal,CO,SPC,coil,291,1,1,SPC command
IED_E01BCU/PROT/XCBR1.BlkCls.stVal,ST,SPC,discrete_input,292,1,1,SPC indicator
IED_E01BCU/PROT/XCBR1.BlkOpn.Oper.ctlVal,CO,SPC,coil,293,1,1,SPC command
IED_E01BCU/PROT/XCBR1.BlkOpn.stVal,ST,SPC,discrete_input,294,1,1,SPC indicator
IED_E01BCU/PROT/XCBR1.Loc.stVal,ST,SPS,discrete_input,295,1,1,SPS indicator
IED_E01BCU/PROT/XCBR1.Pos.Oper.ctlVal.bit0,CO,DPC,coil,296,1,1,DPC command bit0
IED_E01BCU/PROT/XCBR1.Pos.Oper.ctlVal.bit1,CO,DPC,coil,297,1,1,DPC command bit1
IED_E01BCU/PROT/XCBR1.Pos.stVal.bit0,ST,DPC,discrete_input,298,1,1,DPC indicator bit0
IED_E01BCU/PROT/XCBR1.Pos.stVal.bit1,ST,DPC,discrete_input,299,1,1,DPC indicator bit1
IED_E02BCU/CTRL/GGIO2.SPCSO1.Oper.ctlVal,CO,SPC,coil,300,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO1.stVal,ST,SPC,discrete_input,301,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO2.Oper.ctlVal,CO,SPC,coil,302,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO2.stVal,ST,SPC,discrete_input,303,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO3.Oper.ctlVal,CO,SPC,coil,304,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO3.stVal,ST,SPC,discrete_input,305,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO4.Oper.ctlVal,CO,SPC,coil,306,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO4.stVal,ST,SPC,discrete_input,307,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO5.Oper.ctlVal,CO,SPC,coil,308,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO5.stVal,ST,SPC,discrete_input,309,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO6.Oper.ctlVal,CO,SPC,coil,310,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO6.stVal,ST,SPC,discrete_input,311,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO7.Oper.ctlVal,CO,SPC,coil,312,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO7.stVal,ST,SPC,discrete_input,313,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO8.Oper.ctlVal,CO,SPC,coil,314,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO8.stVal,ST,SPC,discrete_input,315,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO19.Oper.ctlVal,CO,SPC,coil,316,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO19.stVal,ST,SPC,discrete_input,317,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO20.Oper.ctlVal,CO,SPC,coil,318,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO20.stVal,ST,SPC,discrete_input,319,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO21.Oper.ctlVal,CO,SPC,coil,320,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO21.stVal,ST,SPC,discrete_input,321,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO22.Oper.ctlVal,CO,SPC,coil,322,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO22.stVal,ST,SPC,discrete_input,323,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO23.Oper.ctlVal,CO,SPC,coil,324,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO23.stVal,ST,SPC,discrete_input,325,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO24.Oper.ctlVal,CO,SPC,coil,326,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO24.stVal,ST,SPC,discrete_input,327,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO25.Oper.ctlVal,CO,SPC,coil,328,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO25.stVal,ST,SPC,discrete_input,329,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO26.Oper.ctlVal,CO,SPC,coil,330,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO26.stVal,ST,SPC,discrete_input,331,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO27.Oper.ctlVal,CO,SPC,coil,332,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO27.stVal,ST,SPC,discrete_input,333,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO28.Oper.ctlVal,CO,SPC,coil,334,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO28.stVal,ST,SPC,discrete_input,335,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO29.Oper.ctlVal,CO,SPC,coil,336,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO29.stVal,ST,SPC,discrete_input,337,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO30.Oper.ctlVal,CO,SPC,coil,338,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO30.stVal,ST,SPC,discrete_input,339,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO31.Oper.ctlVal,CO,SPC,coil,340,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO31.stVal,ST,SPC,discrete_input,341,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO32.Oper.ctlVal,CO,SPC,coil,342,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO32.stVal,ST,SPC,discrete_input,343,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO33.Oper.ctlVal,CO,SPC,coil,344,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO33.stVal,ST,SPC,discrete_input,345,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO34.Oper.ctlVal,CO,SPC,coil,346,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO34.stVal,ST,SPC,discrete_input,347,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO35.Oper.ctlVal,CO,SPC,coil,348,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO35.stVal,ST,SPC,discrete_input,349,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO36.Oper.ctlVal,CO,SPC,coil,350,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO36.stVal,ST,SPC,discrete_input,351,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO37.Oper.ctlVal,CO,SPC,coil,352,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO37.stVal,ST,SPC,discrete_input,353,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO38.Oper.ctlVal,CO,SPC,coil,354,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO38.stVal,ST,SPC,discrete_input,355,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO39.Oper.ctlVal,CO,SPC,coil,356,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO39.stVal,ST,SPC,discrete_input,357,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO40.Oper.ctlVal,CO,SPC,coil,358,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO40.stVal,ST,SPC,discrete_input,359,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO41.Oper.ctlVal,CO,SPC,coil,360,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO41.stVal,ST,SPC,discrete_input,361,1,1,SPC indicator
IED_E02BCU/CTRL/GGIO2.SPCSO42.Oper.ctlVal,CO,SPC,coil,362,1,1,SPC command
IED_E02BCU/CTRL/GGIO2.SPCSO42.stVal,ST,SPC,discrete_input,363,1,1,SPC indicator
IED_E02BCU/CTRL/LLN0.LEDRs.Oper.ctlVal,CO,SPC,coil,364,1,1,SPC command
IED_E02BCU/CTRL/LLN0.LEDRs.stVal,ST,SPC,discrete_input,365,1,1,SPC indicator
IED_E02BCU/CTRL/LLN0.Loc.stVal,ST,SPS,discrete_input,366,1,1,SPS indicator
IED_E03BCU/CTRL/GGIO1.SPCSO1.Oper.ctlVal,CO,SPC,coil,367,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO1.stVal,ST,SPC,discrete_input,368,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO2.Oper.ctlVal,CO,SPC,coil,369,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO2.stVal,ST,SPC,discrete_input,370,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO3.Oper.ctlVal,CO,SPC,coil,371,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO3.stVal,ST,SPC,discrete_input,372,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO4.Oper.ctlVal,CO,SPC,coil,373,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO4.stVal,ST,SPC,discrete_input,374,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO5.Oper.ctlVal,CO,SPC,coil,375,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO5.stVal,ST,SPC,discrete_input,376,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO6.Oper.ctlVal,CO,SPC,coil,377,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO6.stVal,ST,SPC,discrete_input,378,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO7.Oper.ctlVal,CO,SPC,coil,379,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO7.stVal,ST,SPC,discrete_input,380,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO8.Oper.ctlVal,CO,SPC,coil,381,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO8.stVal,ST,SPC,discrete_input,382,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO9.Oper.ctlVal,CO,SPC,coil,383,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO9.stVal,ST,SPC,discrete_input,384,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO10.Oper.ctlVal,CO,SPC,coil,385,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO10.stVal,ST,SPC,discrete_input,386,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO11.Oper.ctlVal,CO,SPC,coil,387,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO11.stVal,ST,SPC,discrete_input,388,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO12.Oper.ctlVal,CO,SPC,coil,389,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO12.stVal,ST,SPC,discrete_input,390,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO13.Oper.ctlVal,CO,SPC,coil,391,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO13.stVal,ST,SPC,discrete_input,392,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO14.Oper.ctlVal,CO,SPC,coil,393,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO14.stVal,ST,SPC,discrete_input,394,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO15.Oper.ctlVal,CO,SPC,coil,395,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO15.stVal,ST,SPC,discrete_input,396,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO16.Oper.ctlVal,CO,SPC,coil,397,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO16.stVal,ST,SPC,discrete_input,398,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO17.Oper.ctlVal,CO,SPC,coil,399,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO17.stVal,ST,SPC,discrete_input,400,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO18.Oper.ctlVal,CO,SPC,coil,401,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO18.stVal,ST,SPC,discrete_input,402,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO19.Oper.ctlVal,CO,SPC,coil,403,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO19.stVal,ST,SPC,discrete_input,404,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO20.Oper.ctlVal,CO,SPC,coil,405,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO20.stVal,ST,SPC,discrete_input,406,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO21.Oper.ctlVal,CO,SPC,coil,407,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO21.stVal,ST,SPC,discrete_input,408,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO22.Oper.ctlVal,CO,SPC,coil,409,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO22.stVal,ST,SPC,discrete_input,410,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO23.Oper.ctlVal,CO,SPC,coil,411,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO23.stVal,ST,SPC,discrete_input,412,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO24.Oper.ctlVal,CO,SPC,coil,413,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO24.stVal,ST,SPC,discrete_input,414,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO25.Oper.ctlVal,CO,SPC,coil,415,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO25.stVal,ST,SPC,discrete_input,416,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO26.Oper.ctlVal,CO,SPC,coil,417,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO26.stVal,ST,SPC,discrete_input,418,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO27.Oper.ctlVal,CO,SPC,coil,419,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO27.stVal,ST,SPC,discrete_input,420,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO28.Oper.ctlVal,CO,SPC,coil,421,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO28.stVal,ST,SPC,discrete_input,422,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO29.Oper.ctlVal,CO,SPC,coil,423,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO29.stVal,ST,SPC,discrete_input,424,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO30.Oper.ctlVal,CO,SPC,coil,425,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO30.stVal,ST,SPC,discrete_input,426,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO31.Oper.ctlVal,CO,SPC,coil,427,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO31.stVal,ST,SPC,discrete_input,428,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO32.Oper.ctlVal,CO,SPC,coil,429,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO32.stVal,ST,SPC,discrete_input,430,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO33.Oper.ctlVal,CO,SPC,coil,431,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO33.stVal,ST,SPC,discrete_input,432,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO34.Oper.ctlVal,CO,SPC,coil,433,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO34.stVal,ST,SPC,discrete_input,434,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO37.Oper.ctlVal,CO,SPC,coil,435,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO37.stVal,ST,SPC,discrete_input,436,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO38.Oper.ctlVal,CO,SPC,coil,437,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO38.stVal,ST,SPC,discrete_input,438,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO39.Oper.ctlVal,CO,SPC,coil,439,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO39.stVal,ST,SPC,discrete_input,440,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO40.Oper.ctlVal,CO,SPC,coil,441,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO40.stVal,ST,SPC,discrete_input,442,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO41.Oper.ctlVal,CO,SPC,coil,443,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO41.stVal,ST,SPC,discrete_input,444,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO42.Oper.ctlVal,CO,SPC,coil,445,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO42.stVal,ST,SPC,discrete_input,446,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO43.Oper.ctlVal,CO,SPC,coil,447,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO43.stVal,ST,SPC,discrete_input,448,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO44.Oper.ctlVal,CO,SPC,coil,449,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO44.stVal,ST,SPC,discrete_input,450,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO45.Oper.ctlVal,CO,SPC,coil,451,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO45.stVal,ST,SPC,discrete_input,452,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO46.Oper.ctlVal,CO,SPC,coil,453,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO46.stVal,ST,SPC,discrete_input,454,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO47.Oper.ctlVal,CO,SPC,coil,455,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO47.stVal,ST,SPC,discrete_input,456,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO48.Oper.ctlVal,CO,SPC,coil,457,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO48.stVal,ST,SPC,discrete_input,458,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO49.Oper.ctlVal,CO,SPC,coil,459,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO49.stVal,ST,SPC,discrete_input,460,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO50.Oper.ctlVal,CO,SPC,coil,461,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO50.stVal,ST,SPC,discrete_input,462,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO51.Oper.ctlVal,CO,SPC,coil,463,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO51.stVal,ST,SPC,discrete_input,464,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO52.Oper.ctlVal,CO,SPC,coil,465,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO52.stVal,ST,SPC,discrete_input,466,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO53.Oper.ctlVal,CO,SPC,coil,467,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO53.stVal,ST,SPC,discrete_input,468,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO54.Oper.ctlVal,CO,SPC,coil,469,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO54.stVal,ST,SPC,discrete_input,470,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO55.Oper.ctlVal,CO,SPC,coil,471,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO55.stVal,ST,SPC,discrete_input,472,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO56.Oper.ctlVal,CO,SPC,coil,473,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO56.stVal,ST,SPC,discrete_input,474,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO57.Oper.ctlVal,CO,SPC,coil,475,1,1,SPC command
IED_E03BCU/CTRL/GGIO1.SPCSO57.stVal,ST,SPC,discrete_input,476,1,1,SPC indicator
IED_E03BCU/CTRL/GGIO1.SPCSO58.Oper.ctlVal,CO,SPC,coil,477,1,1,SPC command
